vtx-D06-n18-n4-n2	Δ = -18	bi.bi = -4	b0.bi = -2	4 x (irr-D6-12)
vtx-D06-938-57-43	Δ = 938	bi.bi = 57	b0.bi = 43	1 x (irr-D6-12) + 29 x (irr-D6-32-h) + 8 x (irr-D6-66)
vtx-D06-939-40-36	Δ = 939	bi.bi = 40	b0.bi = 36	24 x (irr-D6-12) + 40 x (irr-D6-32-h) + 1 x (irr-D6-77)
vtx-D06-939-137-63	Δ = 939	bi.bi = 137	b0.bi = 63	1 x (irr-D6-12) + 5 x (irr-D6-32-h) + 4 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-940-47-39	Δ = 940	bi.bi = 47	b0.bi = 39	15 x (irr-D6-12) + 31 x (irr-D6-32-h) + 5 x (irr-D6-66)
vtx-D06-940-86-50-a	Δ = 940	bi.bi = 86	b0.bi = 50	9 x (irr-D6-12) + 19 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-940-86-50-b	Δ = 940	bi.bi = 86	b0.bi = 50	6 x (irr-D6-12) + 24 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-940-86-50-c	Δ = 940	bi.bi = 86	b0.bi = 50	12 x (irr-D6-12) + 14 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-940-125-61-a	Δ = 940	bi.bi = 125	b0.bi = 61	6 x (irr-D6-12) + 2 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 3 x (irr-D6-220)
vtx-D06-940-125-61-b	Δ = 940	bi.bi = 125	b0.bi = 61	3 x (irr-D6-12) + 7 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-940-125-61-c	Δ = 940	bi.bi = 125	b0.bi = 61	12 x (irr-D6-32-h) + 1 x (irr-D6-66) + 3 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-940-157-65	Δ = 940	bi.bi = 157	b0.bi = 65	13 x (irr-D6-12) + 5 x (irr-D6-32-h) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-941-73-47-a	Δ = 941	bi.bi = 73	b0.bi = 47	4 x (irr-D6-12) + 29 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-941-73-47-b	Δ = 941	bi.bi = 73	b0.bi = 47	1 x (irr-D6-12) + 34 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-941-112-58	Δ = 941	bi.bi = 112	b0.bi = 58	1 x (irr-D6-12) + 12 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 3 x (irr-D6-220)
vtx-D06-941-127-59	Δ = 941	bi.bi = 127	b0.bi = 59	15 x (irr-D6-12) + 7 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-942-37-35	Δ = 942	bi.bi = 37	b0.bi = 35	29 x (irr-D6-12) + 33 x (irr-D6-32-h) + 2 x (irr-D6-66)
vtx-D06-942-76-46-a	Δ = 942	bi.bi = 76	b0.bi = 46	23 x (irr-D6-12) + 21 x (irr-D6-32-h) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-942-76-46-b	Δ = 942	bi.bi = 76	b0.bi = 46	20 x (irr-D6-12) + 26 x (irr-D6-32-h) + 2 x (irr-D6-352a-h)
vtx-D06-942-76-46-c	Δ = 942	bi.bi = 76	b0.bi = 46	26 x (irr-D6-12) + 16 x (irr-D6-32-h) + 2 x (irr-D6-220)
vtx-D06-943-63-43-a	Δ = 943	bi.bi = 63	b0.bi = 43	15 x (irr-D6-12) + 36 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-943-63-43-b	Δ = 943	bi.bi = 63	b0.bi = 43	18 x (irr-D6-12) + 31 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-944-50-40	Δ = 944	bi.bi = 50	b0.bi = 40	10 x (irr-D6-12) + 46 x (irr-D6-32-h) + 2 x (irr-D6-77)
vtx-D06-944-70-46-a	Δ = 944	bi.bi = 70	b0.bi = 46	6 x (irr-D6-12) + 27 x (irr-D6-32-h) + 5 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-944-70-46-b	Δ = 944	bi.bi = 70	b0.bi = 46	9 x (irr-D6-12) + 22 x (irr-D6-32-h) + 5 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-944-109-57-a	Δ = 944	bi.bi = 109	b0.bi = 57	15 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-944-109-57-b	Δ = 944	bi.bi = 109	b0.bi = 57	3 x (irr-D6-12) + 10 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-944-109-57-c	Δ = 944	bi.bi = 109	b0.bi = 57	6 x (irr-D6-12) + 5 x (irr-D6-32-h) + 3 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-944-124-58	Δ = 944	bi.bi = 124	b0.bi = 58	20 x (irr-D6-12) + 3 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-944-180-72	Δ = 944	bi.bi = 180	b0.bi = 72	4 x (irr-D6-12) + 1 x (irr-D6-32-h) + 4 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-462)
vtx-D06-945-57-43	Δ = 945	bi.bi = 57	b0.bi = 43	1 x (irr-D6-12) + 37 x (irr-D6-32-h) + 5 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-945-150-66	Δ = 945	bi.bi = 150	b0.bi = 66	6 x (irr-D6-12) + 3 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-495)
vtx-D06-946-60-42-a	Δ = 946	bi.bi = 60	b0.bi = 42	20 x (irr-D6-12) + 29 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-946-60-42-b	Δ = 946	bi.bi = 60	b0.bi = 42	23 x (irr-D6-12) + 24 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-946-99-53-a	Δ = 946	bi.bi = 99	b0.bi = 53	17 x (irr-D6-12) + 12 x (irr-D6-32-h) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-946-99-53-b	Δ = 946	bi.bi = 99	b0.bi = 53	14 x (irr-D6-12) + 17 x (irr-D6-32-h) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-946-99-53-c	Δ = 946	bi.bi = 99	b0.bi = 53	11 x (irr-D6-12) + 22 x (irr-D6-32-h) + 3 x (irr-D6-352a-h)
vtx-D06-946-99-53-d	Δ = 946	bi.bi = 99	b0.bi = 53	20 x (irr-D6-12) + 7 x (irr-D6-32-h) + 3 x (irr-D6-220)
vtx-D06-946-114-54	Δ = 946	bi.bi = 114	b0.bi = 54	34 x (irr-D6-12) + 2 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-946-137-63	Δ = 946	bi.bi = 137	b0.bi = 63	1 x (irr-D6-12) + 13 x (irr-D6-32-h) + 1 x (irr-D6-66) + 3 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-946-259-85	Δ = 946	bi.bi = 259	b0.bi = 85	11 x (irr-D6-12) + 1 x (irr-D6-32-h) + 1 x (irr-D6-1728-h)
vtx-D06-947-47-39	Δ = 947	bi.bi = 47	b0.bi = 39	15 x (irr-D6-12) + 39 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-947-86-50-a	Δ = 947	bi.bi = 86	b0.bi = 50	12 x (irr-D6-12) + 22 x (irr-D6-32-h) + 1 x (irr-D6-77) + 2 x (irr-D6-220)
vtx-D06-947-86-50-b	Δ = 947	bi.bi = 86	b0.bi = 50	9 x (irr-D6-12) + 27 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-947-86-50-c	Δ = 947	bi.bi = 86	b0.bi = 50	6 x (irr-D6-12) + 32 x (irr-D6-32-h) + 1 x (irr-D6-77) + 2 x (irr-D6-352a-h)
vtx-D06-948-54-42	Δ = 948	bi.bi = 54	b0.bi = 42	6 x (irr-D6-12) + 30 x (irr-D6-32-h) + 7 x (irr-D6-66)
vtx-D06-948-73-47-a	Δ = 948	bi.bi = 73	b0.bi = 47	4 x (irr-D6-12) + 37 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-948-73-47-b	Δ = 948	bi.bi = 73	b0.bi = 47	1 x (irr-D6-12) + 42 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-948-93-53-a	Δ = 948	bi.bi = 93	b0.bi = 53	3 x (irr-D6-12) + 13 x (irr-D6-32-h) + 5 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-948-93-53-b	Δ = 948	bi.bi = 93	b0.bi = 53	18 x (irr-D6-32-h) + 5 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-948-164-68	Δ = 948	bi.bi = 164	b0.bi = 68	4 x (irr-D6-12) + 4 x (irr-D6-32-h) + 2 x (irr-D6-66) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-949-134-62	Δ = 949	bi.bi = 134	b0.bi = 62	6 x (irr-D6-12) + 6 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-950-44-38	Δ = 950	bi.bi = 44	b0.bi = 38	20 x (irr-D6-12) + 32 x (irr-D6-32-h) + 4 x (irr-D6-66)
vtx-D06-950-83-49-a	Δ = 950	bi.bi = 83	b0.bi = 49	17 x (irr-D6-12) + 15 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-950-83-49-b	Δ = 950	bi.bi = 83	b0.bi = 49	14 x (irr-D6-12) + 20 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-950-83-49-c	Δ = 950	bi.bi = 83	b0.bi = 49	11 x (irr-D6-12) + 25 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-950-122-60-a	Δ = 950	bi.bi = 122	b0.bi = 60	2 x (irr-D6-12) + 18 x (irr-D6-32-h) + 4 x (irr-D6-352a-h)
vtx-D06-950-122-60-b	Δ = 950	bi.bi = 122	b0.bi = 60	11 x (irr-D6-12) + 3 x (irr-D6-32-h) + 1 x (irr-D6-352a-h) + 3 x (irr-D6-220)
vtx-D06-950-122-60-c	Δ = 950	bi.bi = 122	b0.bi = 60	5 x (irr-D6-12) + 13 x (irr-D6-32-h) + 3 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-950-122-60-d	Δ = 950	bi.bi = 122	b0.bi = 60	8 x (irr-D6-12) + 8 x (irr-D6-32-h) + 2 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-951-70-46-a	Δ = 951	bi.bi = 70	b0.bi = 46	6 x (irr-D6-12) + 35 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-951-70-46-b	Δ = 951	bi.bi = 70	b0.bi = 46	9 x (irr-D6-12) + 30 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-951-109-57-a	Δ = 951	bi.bi = 109	b0.bi = 57	3 x (irr-D6-12) + 18 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-951-109-57-b	Δ = 951	bi.bi = 109	b0.bi = 57	6 x (irr-D6-12) + 13 x (irr-D6-32-h) + 1 x (irr-D6-77) + 3 x (irr-D6-220)
vtx-D06-951-109-57-c	Δ = 951	bi.bi = 109	b0.bi = 57	23 x (irr-D6-32-h) + 1 x (irr-D6-77) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-951-124-58	Δ = 951	bi.bi = 124	b0.bi = 58	20 x (irr-D6-12) + 8 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-952-34-34	Δ = 952	bi.bi = 34	b0.bi = 34	34 x (irr-D6-12) + 34 x (irr-D6-32-h) + 1 x (irr-D6-66)
vtx-D06-952-57-43	Δ = 952	bi.bi = 57	b0.bi = 43	1 x (irr-D6-12) + 45 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-77)
vtx-D06-952-77-49	Δ = 952	bi.bi = 77	b0.bi = 49	21 x (irr-D6-32-h) + 7 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-954-67-45-a	Δ = 954	bi.bi = 67	b0.bi = 45	14 x (irr-D6-12) + 23 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-954-67-45-b	Δ = 954	bi.bi = 67	b0.bi = 45	11 x (irr-D6-12) + 28 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-954-106-56-a	Δ = 954	bi.bi = 106	b0.bi = 56	2 x (irr-D6-12) + 21 x (irr-D6-32-h) + 2 x (irr-D6-66) + 3 x (irr-D6-352a-h)
vtx-D06-954-106-56-b	Δ = 954	bi.bi = 106	b0.bi = 56	5 x (irr-D6-12) + 16 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-954-106-56-c	Δ = 954	bi.bi = 106	b0.bi = 56	11 x (irr-D6-12) + 6 x (irr-D6-32-h) + 2 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-954-106-56-d	Δ = 954	bi.bi = 106	b0.bi = 56	8 x (irr-D6-12) + 11 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-954-121-57	Δ = 954	bi.bi = 121	b0.bi = 57	25 x (irr-D6-12) + 1 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-954-266-88	Δ = 954	bi.bi = 266	b0.bi = 88	2 x (irr-D6-12) + 2 x (irr-D6-66) + 1 x (irr-D6-1728-h)
vtx-D06-955-54-42	Δ = 955	bi.bi = 54	b0.bi = 42	6 x (irr-D6-12) + 38 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-955-93-53-a	Δ = 955	bi.bi = 93	b0.bi = 53	26 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-955-93-53-b	Δ = 955	bi.bi = 93	b0.bi = 53	3 x (irr-D6-12) + 21 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 2 x (irr-D6-220)
vtx-D06-955-132-64	Δ = 955	bi.bi = 132	b0.bi = 64	4 x (irr-D6-32-h) + 1 x (irr-D6-77) + 4 x (irr-D6-220)
vtx-D06-955-147-65	Δ = 955	bi.bi = 147	b0.bi = 65	11 x (irr-D6-12) + 4 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-495)
vtx-D06-956-57-41-a	Δ = 956	bi.bi = 57	b0.bi = 41	28 x (irr-D6-12) + 25 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-956-57-41-b	Δ = 956	bi.bi = 57	b0.bi = 41	25 x (irr-D6-12) + 30 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-956-134-62	Δ = 956	bi.bi = 134	b0.bi = 62	6 x (irr-D6-12) + 14 x (irr-D6-32-h) + 3 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-957-44-38	Δ = 957	bi.bi = 44	b0.bi = 38	20 x (irr-D6-12) + 40 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-958-51-41	Δ = 958	bi.bi = 51	b0.bi = 41	11 x (irr-D6-12) + 31 x (irr-D6-32-h) + 6 x (irr-D6-66)
vtx-D06-958-90-52-a	Δ = 958	bi.bi = 90	b0.bi = 52	8 x (irr-D6-12) + 14 x (irr-D6-32-h) + 4 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-958-90-52-b	Δ = 958	bi.bi = 90	b0.bi = 52	5 x (irr-D6-12) + 19 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-958-90-52-c	Δ = 958	bi.bi = 90	b0.bi = 52	2 x (irr-D6-12) + 24 x (irr-D6-32-h) + 4 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-958-129-63	Δ = 958	bi.bi = 129	b0.bi = 63	2 x (irr-D6-12) + 2 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 3 x (irr-D6-220)
vtx-D06-958-161-67	Δ = 958	bi.bi = 161	b0.bi = 67	9 x (irr-D6-12) + 5 x (irr-D6-32-h) + 1 x (irr-D6-66) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-959-77-49	Δ = 959	bi.bi = 77	b0.bi = 49	29 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-959-131-61	Δ = 959	bi.bi = 131	b0.bi = 61	11 x (irr-D6-12) + 7 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-959-170-72	Δ = 959	bi.bi = 170	b0.bi = 72	2 x (irr-D6-12) + 2 x (irr-D6-77) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-495)
vtx-D06-960-41-37	Δ = 960	bi.bi = 41	b0.bi = 37	25 x (irr-D6-12) + 33 x (irr-D6-32-h) + 3 x (irr-D6-66)
vtx-D06-960-80-48-a	Δ = 960	bi.bi = 80	b0.bi = 48	19 x (irr-D6-12) + 21 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-960-80-48-b	Δ = 960	bi.bi = 80	b0.bi = 48	16 x (irr-D6-12) + 26 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-960-80-48-c	Δ = 960	bi.bi = 80	b0.bi = 48	22 x (irr-D6-12) + 16 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-960-157-69	Δ = 960	bi.bi = 157	b0.bi = 69	5 x (irr-D6-32-h) + 3 x (irr-D6-77) + 1 x (irr-D6-220) + 1 x (irr-D6-495)
vtx-D06-961-67-45-a	Δ = 961	bi.bi = 67	b0.bi = 45	14 x (irr-D6-12) + 31 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-961-67-45-b	Δ = 961	bi.bi = 67	b0.bi = 45	11 x (irr-D6-12) + 36 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-962-31-33	Δ = 962	bi.bi = 31	b0.bi = 33	39 x (irr-D6-12) + 35 x (irr-D6-32-h)
vtx-D06-962-54-42	Δ = 962	bi.bi = 54	b0.bi = 42	6 x (irr-D6-12) + 46 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-77)
vtx-D06-962-74-48-a	Δ = 962	bi.bi = 74	b0.bi = 48	5 x (irr-D6-12) + 22 x (irr-D6-32-h) + 6 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-962-74-48-b	Δ = 962	bi.bi = 74	b0.bi = 48	2 x (irr-D6-12) + 27 x (irr-D6-32-h) + 6 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-962-113-59	Δ = 962	bi.bi = 113	b0.bi = 59	2 x (irr-D6-12) + 5 x (irr-D6-32-h) + 4 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-962-128-60	Δ = 962	bi.bi = 128	b0.bi = 60	16 x (irr-D6-12) + 4 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-962-184-74	Δ = 962	bi.bi = 184	b0.bi = 74	1 x (irr-D6-32-h) + 1 x (irr-D6-66) + 4 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-462)
vtx-D06-963-148-62	Δ = 963	bi.bi = 148	b0.bi = 62	28 x (irr-D6-12) + 3 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-963-154-68	Δ = 963	bi.bi = 154	b0.bi = 68	2 x (irr-D6-12) + 3 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-495)
vtx-D06-964-64-44-a	Δ = 964	bi.bi = 64	b0.bi = 44	19 x (irr-D6-12) + 24 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-964-64-44-b	Δ = 964	bi.bi = 64	b0.bi = 44	16 x (irr-D6-12) + 29 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-964-103-55-a	Δ = 964	bi.bi = 103	b0.bi = 55	7 x (irr-D6-12) + 22 x (irr-D6-32-h) + 1 x (irr-D6-66) + 3 x (irr-D6-352a-h)
vtx-D06-964-103-55-b	Δ = 964	bi.bi = 103	b0.bi = 55	13 x (irr-D6-12) + 12 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-964-103-55-c	Δ = 964	bi.bi = 103	b0.bi = 55	16 x (irr-D6-12) + 7 x (irr-D6-32-h) + 1 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-964-103-55-d	Δ = 964	bi.bi = 103	b0.bi = 55	10 x (irr-D6-12) + 17 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-964-118-56	Δ = 964	bi.bi = 118	b0.bi = 56	30 x (irr-D6-12) + 2 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-964-263-87	Δ = 964	bi.bi = 263	b0.bi = 87	7 x (irr-D6-12) + 1 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-1728-h)
vtx-D06-965-51-41	Δ = 965	bi.bi = 51	b0.bi = 41	11 x (irr-D6-12) + 39 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-965-90-52-a	Δ = 965	bi.bi = 90	b0.bi = 52	2 x (irr-D6-12) + 32 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 2 x (irr-D6-352a-h)
vtx-D06-965-90-52-b	Δ = 965	bi.bi = 90	b0.bi = 52	5 x (irr-D6-12) + 27 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-965-90-52-c	Δ = 965	bi.bi = 90	b0.bi = 52	8 x (irr-D6-12) + 22 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 2 x (irr-D6-220)
vtx-D06-966-54-40-a	Δ = 966	bi.bi = 54	b0.bi = 40	30 x (irr-D6-12) + 31 x (irr-D6-32-h) + 1 x (irr-D6-352a-h)
vtx-D06-966-54-40-b	Δ = 966	bi.bi = 54	b0.bi = 40	33 x (irr-D6-12) + 26 x (irr-D6-32-h) + 1 x (irr-D6-220)
vtx-D06-966-58-44	Δ = 966	bi.bi = 58	b0.bi = 44	2 x (irr-D6-12) + 30 x (irr-D6-32-h) + 8 x (irr-D6-66)
vtx-D06-966-77-49	Δ = 966	bi.bi = 77	b0.bi = 49	37 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-966-168-70	Δ = 966	bi.bi = 168	b0.bi = 70	4 x (irr-D6-32-h) + 3 x (irr-D6-66) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-967-41-37	Δ = 967	bi.bi = 41	b0.bi = 37	25 x (irr-D6-12) + 41 x (irr-D6-32-h) + 1 x (irr-D6-77)
vtx-D06-967-138-64	Δ = 967	bi.bi = 138	b0.bi = 64	2 x (irr-D6-12) + 6 x (irr-D6-32-h) + 4 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-968-48-40	Δ = 968	bi.bi = 48	b0.bi = 40	16 x (irr-D6-12) + 32 x (irr-D6-32-h) + 5 x (irr-D6-66)
vtx-D06-968-87-51-a	Δ = 968	bi.bi = 87	b0.bi = 51	7 x (irr-D6-12) + 25 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-968-87-51-b	Δ = 968	bi.bi = 87	b0.bi = 51	13 x (irr-D6-12) + 15 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-968-87-51-c	Δ = 968	bi.bi = 87	b0.bi = 51	10 x (irr-D6-12) + 20 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-968-126-62-a	Δ = 968	bi.bi = 126	b0.bi = 62	7 x (irr-D6-12) + 3 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 3 x (irr-D6-220)
vtx-D06-968-126-62-b	Δ = 968	bi.bi = 126	b0.bi = 62	4 x (irr-D6-12) + 8 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-968-126-62-c	Δ = 968	bi.bi = 126	b0.bi = 62	1 x (irr-D6-12) + 13 x (irr-D6-32-h) + 1 x (irr-D6-66) + 3 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-968-158-66	Δ = 968	bi.bi = 158	b0.bi = 66	14 x (irr-D6-12) + 6 x (irr-D6-32-h) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-969-74-48-a	Δ = 969	bi.bi = 74	b0.bi = 48	2 x (irr-D6-12) + 35 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-969-74-48-b	Δ = 969	bi.bi = 74	b0.bi = 48	5 x (irr-D6-12) + 30 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
