vtx-G02-n7-n3-n1	Δ = -7	bi.bi = -3	b0.bi = -1	1 x (irr-G2-7)
vtx-G02-286-452-58	Δ = 286	bi.bi = 452	b0.bi = 58	13 x (irr-G2-7) + 1 x (irr-G2-27) + 1 x (irr-G2-182)
vtx-G02-286-460-60	Δ = 286	bi.bi = 460	b0.bi = 60	7 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-182)
vtx-G02-286-468-62	Δ = 286	bi.bi = 468	b0.bi = 62	1 x (irr-G2-7) + 6 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-182)
vtx-G02-286-529-69	Δ = 286	bi.bi = 529	b0.bi = 69	2 x (irr-G2-7) + 1 x (irr-G2-27) + 1 x (irr-G2-77a) + 1 x (irr-G2-182)
vtx-G02-287-11-13	Δ = 287	bi.bi = 11	b0.bi = 13	43 x (irr-G2-7)
vtx-G02-287-19-15	Δ = 287	bi.bi = 19	b0.bi = 15	37 x (irr-G2-7) + 3 x (irr-G2-14)
vtx-G02-287-27-17	Δ = 287	bi.bi = 27	b0.bi = 17	31 x (irr-G2-7) + 6 x (irr-G2-14)
vtx-G02-287-35-19	Δ = 287	bi.bi = 35	b0.bi = 19	25 x (irr-G2-7) + 9 x (irr-G2-14)
vtx-G02-287-43-21	Δ = 287	bi.bi = 43	b0.bi = 21	19 x (irr-G2-7) + 12 x (irr-G2-14)
vtx-G02-287-51-23	Δ = 287	bi.bi = 51	b0.bi = 23	13 x (irr-G2-7) + 15 x (irr-G2-14)
vtx-G02-287-59-25	Δ = 287	bi.bi = 59	b0.bi = 25	7 x (irr-G2-7) + 18 x (irr-G2-14)
vtx-G02-287-65-25	Δ = 287	bi.bi = 65	b0.bi = 25	16 x (irr-G2-7) + 7 x (irr-G2-27)
vtx-G02-287-67-27	Δ = 287	bi.bi = 67	b0.bi = 27	1 x (irr-G2-7) + 21 x (irr-G2-14)
vtx-G02-287-69-23	Δ = 287	bi.bi = 69	b0.bi = 23	28 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-287-73-27	Δ = 287	bi.bi = 73	b0.bi = 27	10 x (irr-G2-7) + 3 x (irr-G2-14) + 7 x (irr-G2-27)
vtx-G02-287-77-25	Δ = 287	bi.bi = 77	b0.bi = 25	22 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-287-81-29	Δ = 287	bi.bi = 81	b0.bi = 29	4 x (irr-G2-7) + 6 x (irr-G2-14) + 7 x (irr-G2-27)
vtx-G02-287-85-27	Δ = 287	bi.bi = 85	b0.bi = 27	16 x (irr-G2-7) + 7 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-287-88-24	Δ = 287	bi.bi = 88	b0.bi = 24	32 x (irr-G2-7) + 1 x (irr-G2-77a)
vtx-G02-287-93-29	Δ = 287	bi.bi = 93	b0.bi = 29	10 x (irr-G2-7) + 10 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-287-96-26	Δ = 287	bi.bi = 96	b0.bi = 26	26 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-77a)
vtx-G02-287-101-31	Δ = 287	bi.bi = 101	b0.bi = 31	4 x (irr-G2-7) + 13 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-287-104-28	Δ = 287	bi.bi = 104	b0.bi = 28	20 x (irr-G2-7) + 6 x (irr-G2-14) + 1 x (irr-G2-77a)
vtx-G02-287-112-30	Δ = 287	bi.bi = 112	b0.bi = 30	14 x (irr-G2-7) + 9 x (irr-G2-14) + 1 x (irr-G2-77a)
vtx-G02-287-120-32	Δ = 287	bi.bi = 120	b0.bi = 32	8 x (irr-G2-7) + 12 x (irr-G2-14) + 1 x (irr-G2-77a)
vtx-G02-287-123-35	Δ = 287	bi.bi = 123	b0.bi = 35	1 x (irr-G2-7) + 1 x (irr-G2-14) + 8 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-287-127-33	Δ = 287	bi.bi = 127	b0.bi = 33	13 x (irr-G2-7) + 2 x (irr-G2-14) + 2 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-287-128-34	Δ = 287	bi.bi = 128	b0.bi = 34	2 x (irr-G2-7) + 15 x (irr-G2-14) + 1 x (irr-G2-77a)
vtx-G02-287-135-35	Δ = 287	bi.bi = 135	b0.bi = 35	7 x (irr-G2-7) + 5 x (irr-G2-14) + 2 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-287-141-29	Δ = 287	bi.bi = 141	b0.bi = 29	28 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-77b)
vtx-G02-287-142-36	Δ = 287	bi.bi = 142	b0.bi = 36	5 x (irr-G2-7) + 7 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-287-143-37	Δ = 287	bi.bi = 143	b0.bi = 37	1 x (irr-G2-7) + 8 x (irr-G2-14) + 2 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-287-146-34	Δ = 287	bi.bi = 146	b0.bi = 34	17 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-287-149-31	Δ = 287	bi.bi = 149	b0.bi = 31	22 x (irr-G2-7) + 5 x (irr-G2-14) + 1 x (irr-G2-77b)
vtx-G02-287-154-36	Δ = 287	bi.bi = 154	b0.bi = 36	11 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-287-157-33	Δ = 287	bi.bi = 157	b0.bi = 33	16 x (irr-G2-7) + 8 x (irr-G2-14) + 1 x (irr-G2-77b)
vtx-G02-287-162-38	Δ = 287	bi.bi = 162	b0.bi = 38	5 x (irr-G2-7) + 7 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-287-165-35-a	Δ = 287	bi.bi = 165	b0.bi = 35	10 x (irr-G2-7) + 11 x (irr-G2-14) + 1 x (irr-G2-77b)
vtx-G02-287-165-35-b	Δ = 287	bi.bi = 165	b0.bi = 35	21 x (irr-G2-7) + 2 x (irr-G2-77a)
vtx-G02-287-173-37-a	Δ = 287	bi.bi = 173	b0.bi = 37	4 x (irr-G2-7) + 14 x (irr-G2-14) + 1 x (irr-G2-77b)
vtx-G02-287-173-37-b	Δ = 287	bi.bi = 173	b0.bi = 37	15 x (irr-G2-7) + 3 x (irr-G2-14) + 2 x (irr-G2-77a)
vtx-G02-287-177-41	Δ = 287	bi.bi = 177	b0.bi = 41	4 x (irr-G2-7) + 3 x (irr-G2-27) + 3 x (irr-G2-64)
vtx-G02-287-181-39	Δ = 287	bi.bi = 181	b0.bi = 39	9 x (irr-G2-7) + 6 x (irr-G2-14) + 2 x (irr-G2-77a)
vtx-G02-287-189-41	Δ = 287	bi.bi = 189	b0.bi = 41	3 x (irr-G2-7) + 9 x (irr-G2-14) + 2 x (irr-G2-77a)
vtx-G02-287-191-37	Δ = 287	bi.bi = 191	b0.bi = 37	19 x (irr-G2-7) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-287-195-41	Δ = 287	bi.bi = 195	b0.bi = 41	1 x (irr-G2-7) + 2 x (irr-G2-14) + 7 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-287-199-39	Δ = 287	bi.bi = 199	b0.bi = 39	13 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-287-204-44	Δ = 287	bi.bi = 204	b0.bi = 44	2 x (irr-G2-7) + 2 x (irr-G2-14) + 2 x (irr-G2-27) + 2 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-287-207-41	Δ = 287	bi.bi = 207	b0.bi = 41	7 x (irr-G2-7) + 6 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-287-215-43	Δ = 287	bi.bi = 215	b0.bi = 43	1 x (irr-G2-7) + 9 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-287-218-40	Δ = 287	bi.bi = 218	b0.bi = 40	17 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-287-223-45	Δ = 287	bi.bi = 223	b0.bi = 45	6 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 2 x (irr-G2-77a)
vtx-G02-287-226-42	Δ = 287	bi.bi = 226	b0.bi = 42	11 x (irr-G2-7) + 5 x (irr-G2-14) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-287-231-47	Δ = 287	bi.bi = 231	b0.bi = 47	4 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 2 x (irr-G2-77a)
vtx-G02-287-234-44	Δ = 287	bi.bi = 234	b0.bi = 44	5 x (irr-G2-7) + 8 x (irr-G2-14) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-287-242-46	Δ = 287	bi.bi = 242	b0.bi = 46	10 x (irr-G2-7) + 3 x (irr-G2-77a)
vtx-G02-287-249-47	Δ = 287	bi.bi = 249	b0.bi = 47	4 x (irr-G2-7) + 1 x (irr-G2-14) + 2 x (irr-G2-27) + 2 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-287-250-48	Δ = 287	bi.bi = 250	b0.bi = 48	4 x (irr-G2-7) + 3 x (irr-G2-14) + 3 x (irr-G2-77a)
vtx-G02-287-263-43	Δ = 287	bi.bi = 263	b0.bi = 43	19 x (irr-G2-7) + 1 x (irr-G2-14) + 2 x (irr-G2-77b)
vtx-G02-287-268-48	Δ = 287	bi.bi = 268	b0.bi = 48	8 x (irr-G2-7) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-287-271-45	Δ = 287	bi.bi = 271	b0.bi = 45	13 x (irr-G2-7) + 4 x (irr-G2-14) + 2 x (irr-G2-77b)
vtx-G02-287-276-50	Δ = 287	bi.bi = 276	b0.bi = 50	2 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-287-279-47	Δ = 287	bi.bi = 279	b0.bi = 47	7 x (irr-G2-7) + 7 x (irr-G2-14) + 2 x (irr-G2-77b)
vtx-G02-287-287-49	Δ = 287	bi.bi = 287	b0.bi = 49	1 x (irr-G2-7) + 10 x (irr-G2-14) + 2 x (irr-G2-77b)
vtx-G02-287-295-51	Δ = 287	bi.bi = 295	b0.bi = 51	6 x (irr-G2-7) + 2 x (irr-G2-14) + 2 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-287-303-53	Δ = 287	bi.bi = 303	b0.bi = 53	5 x (irr-G2-14) + 2 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-287-321-53	Δ = 287	bi.bi = 321	b0.bi = 53	4 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 2 x (irr-G2-77b)
vtx-G02-287-340-54	Δ = 287	bi.bi = 340	b0.bi = 54	8 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-77a) + 2 x (irr-G2-77b)
vtx-G02-287-348-56	Δ = 287	bi.bi = 348	b0.bi = 56	2 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-77a) + 2 x (irr-G2-77b)
vtx-G02-287-362-52	Δ = 287	bi.bi = 362	b0.bi = 52	16 x (irr-G2-7) + 1 x (irr-G2-189)
vtx-G02-287-370-54	Δ = 287	bi.bi = 370	b0.bi = 54	10 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-189)
vtx-G02-287-378-56	Δ = 287	bi.bi = 378	b0.bi = 56	4 x (irr-G2-7) + 6 x (irr-G2-14) + 1 x (irr-G2-189)
vtx-G02-287-385-57	Δ = 287	bi.bi = 385	b0.bi = 57	10 x (irr-G2-7) + 3 x (irr-G2-77b)
vtx-G02-287-393-59	Δ = 287	bi.bi = 393	b0.bi = 59	4 x (irr-G2-7) + 3 x (irr-G2-14) + 3 x (irr-G2-77b)
vtx-G02-287-420-62	Δ = 287	bi.bi = 420	b0.bi = 62	1 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-189)
vtx-G02-287-439-63	Δ = 287	bi.bi = 439	b0.bi = 63	5 x (irr-G2-7) + 1 x (irr-G2-77a) + 1 x (irr-G2-189)
vtx-G02-287-447-57	Δ = 287	bi.bi = 447	b0.bi = 57	15 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-182)
vtx-G02-287-455-59	Δ = 287	bi.bi = 455	b0.bi = 59	9 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-182)
vtx-G02-287-463-61	Δ = 287	bi.bi = 463	b0.bi = 61	3 x (irr-G2-7) + 7 x (irr-G2-14) + 1 x (irr-G2-182)
vtx-G02-287-492-68	Δ = 287	bi.bi = 492	b0.bi = 68	1 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-77b) + 1 x (irr-G2-189)
vtx-G02-287-505-67	Δ = 287	bi.bi = 505	b0.bi = 67	2 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-182)
vtx-G02-287-524-68	Δ = 287	bi.bi = 524	b0.bi = 68	4 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-77a) + 1 x (irr-G2-182)
vtx-G02-287-569-71	Δ = 287	bi.bi = 569	b0.bi = 71	6 x (irr-G2-7) + 1 x (irr-G2-77b) + 1 x (irr-G2-182)
vtx-G02-287-577-73	Δ = 287	bi.bi = 577	b0.bi = 73	3 x (irr-G2-14) + 1 x (irr-G2-77b) + 1 x (irr-G2-182)
vtx-G02-287-1519-117	Δ = 287	bi.bi = 1519	b0.bi = 117	4 x (irr-G2-7) + 1 x (irr-G2-273)
vtx-G02-288-60-24	Δ = 288	bi.bi = 60	b0.bi = 24	18 x (irr-G2-7) + 1 x (irr-G2-14) + 6 x (irr-G2-27)
vtx-G02-288-64-22	Δ = 288	bi.bi = 64	b0.bi = 22	30 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-64)
vtx-G02-288-68-26	Δ = 288	bi.bi = 68	b0.bi = 26	12 x (irr-G2-7) + 4 x (irr-G2-14) + 6 x (irr-G2-27)
vtx-G02-288-72-24	Δ = 288	bi.bi = 72	b0.bi = 24	24 x (irr-G2-7) + 5 x (irr-G2-14) + 1 x (irr-G2-64)
vtx-G02-288-76-28	Δ = 288	bi.bi = 76	b0.bi = 28	6 x (irr-G2-7) + 7 x (irr-G2-14) + 6 x (irr-G2-27)
vtx-G02-288-80-26	Δ = 288	bi.bi = 80	b0.bi = 26	18 x (irr-G2-7) + 8 x (irr-G2-14) + 1 x (irr-G2-64)
vtx-G02-288-84-30	Δ = 288	bi.bi = 84	b0.bi = 30	10 x (irr-G2-14) + 6 x (irr-G2-27)
vtx-G02-288-88-28	Δ = 288	bi.bi = 88	b0.bi = 28	12 x (irr-G2-7) + 11 x (irr-G2-14) + 1 x (irr-G2-64)
vtx-G02-288-96-30	Δ = 288	bi.bi = 96	b0.bi = 30	6 x (irr-G2-7) + 14 x (irr-G2-14) + 1 x (irr-G2-64)
vtx-G02-288-104-32	Δ = 288	bi.bi = 104	b0.bi = 32	17 x (irr-G2-14) + 1 x (irr-G2-64)
vtx-G02-288-114-30	Δ = 288	bi.bi = 114	b0.bi = 30	21 x (irr-G2-7) + 1 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-288-118-34	Δ = 288	bi.bi = 118	b0.bi = 34	3 x (irr-G2-7) + 2 x (irr-G2-14) + 7 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-288-122-32	Δ = 288	bi.bi = 122	b0.bi = 32	15 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-288-130-34	Δ = 288	bi.bi = 130	b0.bi = 34	9 x (irr-G2-7) + 6 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-288-137-35	Δ = 288	bi.bi = 137	b0.bi = 35	7 x (irr-G2-7) + 1 x (irr-G2-14) + 6 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-288-138-36	Δ = 288	bi.bi = 138	b0.bi = 36	3 x (irr-G2-7) + 9 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-288-141-33	Δ = 288	bi.bi = 141	b0.bi = 33	19 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-288-145-37	Δ = 288	bi.bi = 145	b0.bi = 37	1 x (irr-G2-7) + 4 x (irr-G2-14) + 6 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-288-149-35	Δ = 288	bi.bi = 149	b0.bi = 35	13 x (irr-G2-7) + 5 x (irr-G2-14) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-288-157-37	Δ = 288	bi.bi = 157	b0.bi = 37	7 x (irr-G2-7) + 8 x (irr-G2-14) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-288-165-39	Δ = 288	bi.bi = 165	b0.bi = 39	1 x (irr-G2-7) + 11 x (irr-G2-14) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-288-172-40	Δ = 288	bi.bi = 172	b0.bi = 40	6 x (irr-G2-7) + 1 x (irr-G2-14) + 2 x (irr-G2-27) + 3 x (irr-G2-64)
vtx-G02-288-180-42	Δ = 288	bi.bi = 180	b0.bi = 42	4 x (irr-G2-14) + 2 x (irr-G2-27) + 3 x (irr-G2-64)
vtx-G02-288-182-38	Δ = 288	bi.bi = 182	b0.bi = 38	9 x (irr-G2-7) + 6 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-288-186-36	Δ = 288	bi.bi = 186	b0.bi = 36	21 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-288-190-40	Δ = 288	bi.bi = 190	b0.bi = 40	3 x (irr-G2-7) + 3 x (irr-G2-14) + 6 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-288-191-41	Δ = 288	bi.bi = 191	b0.bi = 41	10 x (irr-G2-7) + 1 x (irr-G2-27) + 2 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-288-194-38	Δ = 288	bi.bi = 194	b0.bi = 38	15 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-288-199-43	Δ = 288	bi.bi = 199	b0.bi = 43	4 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-288-202-40	Δ = 288	bi.bi = 202	b0.bi = 40	9 x (irr-G2-7) + 7 x (irr-G2-14) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-288-210-42	Δ = 288	bi.bi = 210	b0.bi = 42	3 x (irr-G2-7) + 10 x (irr-G2-14) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-288-218-44	Δ = 288	bi.bi = 218	b0.bi = 44	8 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-64) + 2 x (irr-G2-77a)
vtx-G02-288-226-46	Δ = 288	bi.bi = 226	b0.bi = 46	2 x (irr-G2-7) + 5 x (irr-G2-14) + 1 x (irr-G2-64) + 2 x (irr-G2-77a)
vtx-G02-288-244-46	Δ = 288	bi.bi = 244	b0.bi = 46	6 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-288-252-48	Δ = 288	bi.bi = 252	b0.bi = 48	5 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-288-263-47	Δ = 288	bi.bi = 263	b0.bi = 47	10 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-64) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-288-271-49	Δ = 288	bi.bi = 271	b0.bi = 49	4 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-64) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-288-308-50	Δ = 288	bi.bi = 308	b0.bi = 50	12 x (irr-G2-7) + 1 x (irr-G2-64) + 2 x (irr-G2-77b)
vtx-G02-288-316-52	Δ = 288	bi.bi = 316	b0.bi = 52	6 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-64) + 2 x (irr-G2-77b)
vtx-G02-288-324-54	Δ = 288	bi.bi = 324	b0.bi = 54	6 x (irr-G2-14) + 1 x (irr-G2-64) + 2 x (irr-G2-77b)
vtx-G02-288-385-61	Δ = 288	bi.bi = 385	b0.bi = 61	1 x (irr-G2-7) + 1 x (irr-G2-64) + 1 x (irr-G2-77a) + 2 x (irr-G2-77b)
vtx-G02-288-415-61	Δ = 288	bi.bi = 415	b0.bi = 61	3 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-64) + 1 x (irr-G2-189)
vtx-G02-288-492-64	Δ = 288	bi.bi = 492	b0.bi = 64	8 x (irr-G2-7) + 1 x (irr-G2-64) + 1 x (irr-G2-182)
vtx-G02-288-500-66	Δ = 288	bi.bi = 500	b0.bi = 66	2 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-64) + 1 x (irr-G2-182)
vtx-G02-289-55-23	Δ = 289	bi.bi = 55	b0.bi = 23	20 x (irr-G2-7) + 2 x (irr-G2-14) + 5 x (irr-G2-27)
vtx-G02-289-63-25	Δ = 289	bi.bi = 63	b0.bi = 25	14 x (irr-G2-7) + 5 x (irr-G2-14) + 5 x (irr-G2-27)
vtx-G02-289-71-27	Δ = 289	bi.bi = 71	b0.bi = 27	8 x (irr-G2-7) + 8 x (irr-G2-14) + 5 x (irr-G2-27)
vtx-G02-289-79-29	Δ = 289	bi.bi = 79	b0.bi = 29	2 x (irr-G2-7) + 11 x (irr-G2-14) + 5 x (irr-G2-27)
vtx-G02-289-105-31	Δ = 289	bi.bi = 105	b0.bi = 31	11 x (irr-G2-7) + 6 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-289-109-29	Δ = 289	bi.bi = 109	b0.bi = 29	23 x (irr-G2-7) + 1 x (irr-G2-14) + 2 x (irr-G2-64)
vtx-G02-289-113-33	Δ = 289	bi.bi = 113	b0.bi = 33	5 x (irr-G2-7) + 3 x (irr-G2-14) + 6 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-289-117-31	Δ = 289	bi.bi = 117	b0.bi = 31	17 x (irr-G2-7) + 4 x (irr-G2-14) + 2 x (irr-G2-64)
vtx-G02-289-125-33	Δ = 289	bi.bi = 125	b0.bi = 33	11 x (irr-G2-7) + 7 x (irr-G2-14) + 2 x (irr-G2-64)
vtx-G02-289-132-34	Δ = 289	bi.bi = 132	b0.bi = 34	9 x (irr-G2-7) + 2 x (irr-G2-14) + 5 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-289-133-35	Δ = 289	bi.bi = 133	b0.bi = 35	5 x (irr-G2-7) + 10 x (irr-G2-14) + 2 x (irr-G2-64)
vtx-G02-289-140-36	Δ = 289	bi.bi = 140	b0.bi = 36	3 x (irr-G2-7) + 5 x (irr-G2-14) + 5 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-289-167-39	Δ = 289	bi.bi = 167	b0.bi = 39	8 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-27) + 3 x (irr-G2-64)
vtx-G02-289-175-41	Δ = 289	bi.bi = 175	b0.bi = 41	2 x (irr-G2-7) + 5 x (irr-G2-14) + 1 x (irr-G2-27) + 3 x (irr-G2-64)
vtx-G02-289-177-37	Δ = 289	bi.bi = 177	b0.bi = 37	11 x (irr-G2-7) + 1 x (irr-G2-14) + 5 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-289-182-42	Δ = 289	bi.bi = 182	b0.bi = 42	6 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-289-185-39	Δ = 289	bi.bi = 185	b0.bi = 39	5 x (irr-G2-7) + 4 x (irr-G2-14) + 5 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-289-186-40	Δ = 289	bi.bi = 186	b0.bi = 40	12 x (irr-G2-7) + 1 x (irr-G2-14) + 2 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-289-194-42	Δ = 289	bi.bi = 194	b0.bi = 42	6 x (irr-G2-7) + 4 x (irr-G2-14) + 2 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-289-202-44	Δ = 289	bi.bi = 202	b0.bi = 44	7 x (irr-G2-14) + 2 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-289-231-43	Δ = 289	bi.bi = 231	b0.bi = 43	14 x (irr-G2-7) + 2 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-289-239-45	Δ = 289	bi.bi = 239	b0.bi = 45	8 x (irr-G2-7) + 3 x (irr-G2-14) + 2 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-289-247-47	Δ = 289	bi.bi = 247	b0.bi = 47	2 x (irr-G2-7) + 6 x (irr-G2-14) + 2 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-289-254-48	Δ = 289	bi.bi = 254	b0.bi = 48	1 x (irr-G2-14) + 5 x (irr-G2-27) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-289-263-51	Δ = 289	bi.bi = 263	b0.bi = 51	1 x (irr-G2-7) + 1 x (irr-G2-14) + 2 x (irr-G2-64) + 2 x (irr-G2-77a)
vtx-G02-289-299-51	Δ = 289	bi.bi = 299	b0.bi = 51	2 x (irr-G2-7) + 5 x (irr-G2-27) + 2 x (irr-G2-77b)
vtx-G02-289-308-54	Δ = 289	bi.bi = 308	b0.bi = 54	3 x (irr-G2-7) + 2 x (irr-G2-64) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-290-42-20	Δ = 290	bi.bi = 42	b0.bi = 20	28 x (irr-G2-7) + 4 x (irr-G2-27)
vtx-G02-290-50-22	Δ = 290	bi.bi = 50	b0.bi = 22	22 x (irr-G2-7) + 3 x (irr-G2-14) + 4 x (irr-G2-27)
vtx-G02-290-58-24	Δ = 290	bi.bi = 58	b0.bi = 24	16 x (irr-G2-7) + 6 x (irr-G2-14) + 4 x (irr-G2-27)
vtx-G02-290-66-26	Δ = 290	bi.bi = 66	b0.bi = 26	10 x (irr-G2-7) + 9 x (irr-G2-14) + 4 x (irr-G2-27)
vtx-G02-290-74-28	Δ = 290	bi.bi = 74	b0.bi = 28	4 x (irr-G2-7) + 12 x (irr-G2-14) + 4 x (irr-G2-27)
